"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","POPULATION_TYPE","RES_POP_PER_UNIT","RES_NUM_OF_UNIT_2022","RES_NUM_OF_UNIT_2042","RESIDENTIAL_POP_2022","RESIDENTIAL_POP_2042","NONRES_POP_PER_UNIT","NONRES_NUM_OF_UNIT_2022","NONRES_NUM_OF_UNIT_2042","NONRESIDENTIAL_POP_2022","NONRESIDENTIAL_POP_2042"
"25000194004",3611986,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,285,285,775.2,775.2,2.72,,,,
"37000000208",3612220,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,20503,22383,48797.14,53271.54,2.52,,,,
"49000000045",3611496,UT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3.01,11614,16950,34958.14,51019.5,,,,,
"37000000218",3612264,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,25705,33717,66833,87664.2,2.52,,,,
"37000000223",3612281,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.67,7453,8525,19899.51,22761.75,2.52,,,,
"09000000052",3611865,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,474,713,1185,1782.5,,,,,
"35000000143",3612297,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,1.98,568,1084,1124.64,2146.32,,,,,
"35000000151",3612305,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.49,908,1080,2260.92,2689.2,,,,,
"35000000157",3612311,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.64,1773,2353,4680.72,6211.92,,,,,
"35000000158",3612312,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.64,12544,14032,33116.16,37044.48,,,,,
"35000000162",3612316,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.88,19920,22464,57369.6,64696.32,,,,,
"35000000165",3612319,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.36,28300,32608,66788,76954.88,,,,,
"35000000169",3612323,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.69,5043,5991,13565.67,16115.79,,,,,
"06000000265",3611389,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,86154,90554,217108.08,228196.08,,,,,
"09000450002",3605441,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,2954,3193,7385,7982.5,,,,,
"09000720003",1071861,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,186,425,465,1062.5,,,,,
"09000780003",3605990,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,204,682,510,1705,,,,,
"50000000020",3608817,VT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.28,8988,9887,20492.64,22542.36,2.28,,,,
"37000000245",3612408,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.39,14363,16903,34327.57,40398.17,2.52,,,,
"27000000119",3609112,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,2390,2510,5927.2,6224.8,2.48,,,,
"27000000117",3609110,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,12266,13126,30419.68,32552.48,2.48,,,,
"27000000116",3609109,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,606,746,1502.88,1850.08,2.48,,,,
"27000000079",3609072,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,1775,1795,4402,4451.6,2.48,,,,
"27000000077",3609070,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,2964,3564,7350.72,8838.72,2.48,,,,
"51000000203",3612988,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,113,113,293.8,293.8,2.6,,,,
"51000000204",3612994,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,0,16,0,41.6,2.6,,,,
"27000000051",3609045,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,3902,4682,9676.96,11611.36,2.48,,,,
"27000000047",3609041,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,5016,5616,12439.68,13927.68,2.48,,,,
"55000000271",3613024,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,21435,24575,51015.3,58488.5,2.38,,,,
"55000000276",3613033,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,10269,11377,24440.22,27077.26,2.38,,,,
"55000000283",3613048,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,11223,12535,26710.74,29833.3,2.38,,,,
"55000000289",3613055,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,8394,9958,19977.72,23700.04,2.38,,,,
"27000000040",3609033,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,17079,19999,42355.92,49597.52,2.48,,,,
"55000000300",3613080,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,8221,9753,19565.98,23212.14,2.38,,,,
"55000000310",3613091,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,13625,15889,32427.5,37815.82,2.38,,,,
"55000000312",3613093,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,10046,10962,23909.48,26089.56,2.38,,,,
"04000000158",3613123,AZ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.67,400,400,1068,1068,2.67,,,,
"51000000210",3613188,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,0,4,0,10.4,2.6,,,,
"06000000267",3611391,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,34362,35718,86592.24,90009.36,,,,,
"04000000160",3613413,AZ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3.15,4680,4680,14742,14742,3.15,,,,
"06000000239",3611363,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,39808,41240,100316.16,103924.8,,,,,
"06000000243",3611367,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,746,3672,1879.92,9253.44,,,,,
"39000000278",3613865,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.4,10651,10651,25562.4,25562.4,2.4,,,,
"05000000105",3613796,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.58,3963,4203,10224.54,10843.74,,,,,
"24000000068",3613984,MD,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,0,0,0,0,0,200,1,1,200,200
"48000000485",3614045,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1573,2093,3963.96,5274.36,2.84,,,,
"48000000488",3614048,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,780,1035,1965.6,2608.2,2.84,,,,
"48000000489",3614049,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1407,1667,3545.64,4200.84,2.84,,,,
"48000000497",3614057,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1939,7147,4886.28,18010.44,2.84,,,,
"48000000515",3614076,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,653,1481,1645.56,3732.12,2.84,,,,
"48000000516",3614077,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.84,419,419,1189.96,1189.96,2.84,,,,
"48000000522",3614083,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,430,480,1083.6,1209.6,2.84,,,,
"48000000530",3614095,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1751,2113,4412.52,5324.76,2.84,,,,
"04000000161",3613414,AZ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.67,102,102,272.34,272.34,2.67,,,,
"50000000080",3612352,VT,Decentralized Wastewater Treatment,Clustered Systems,3,0,290,0,870,3,0,17,0,51
"50000000080",3612352,VT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3,290,0,870,0,3,17,0,51,0
"09000680002",3602056,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,444,1161,1110,2902.5,,,,,
"09000000055",3612222,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,424,902,1060,2255,,,,,
"37000000254",3612447,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.47,22236,25500,54922.92,62985,2.52,,,,
"55000000251",3612772,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,16471,19095,39200.98,45446.1,2.38,,,,
"27000000060",3609054,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,4586,5446,11373.28,13506.08,2.48,,,,
"55000000277",3613038,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,13741,15321,32703.58,36463.98,2.38,,,,
"55000000286",3613051,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,8462,9678,20139.56,23033.64,2.38,,,,
"50000000118",3613115,VT,Decentralized Wastewater Treatment,Clustered Systems,2.44,44,44,107.36,107.36,2.28,0,0,0,0
"50000000118",3613115,VT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.44,206,206,502.64,502.64,2.28,0,0,0,0
"06000000287",3611411,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,3191,3650,8041.32,9198,,,,,
"24000000043",3613654,MD,Decentralized Wastewater Treatment,Clustered Systems,2.65,0,0,0,0,2.65,10,10,26.5,26.5
"24000000045",3613656,MD,Decentralized Wastewater Treatment,Clustered Systems,2.65,150,150,397.5,397.5,2.65,,,,
"48000000475",3613959,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,371,581,934.92,1464.12,2.84,,,,
"48000000479",3613963,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,565,857,1423.8,2159.64,2.84,,,,
"48000000483",3613967,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,415,715,1045.8,1801.8,2.84,,,,
"04000000165",3613568,AZ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3.01,5500,5500,16555,16555,3.01,,,,
"01000000188",3614294,AL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3,10,10,30,30,2.52,,,,
"16000043001",1128589,ID,Decentralized Wastewater Treatment,Clustered Systems,2.68,10,,26.8,,2.68,,,,
"16000043001",1128589,ID,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.68,181,,485.08,,2.68,,,,
"22000000154",3607624,LA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,230,230,598,598,2.6,,,,
"16000238001",1128758,ID,Decentralized Wastewater Treatment,Clustered Systems,2.65,0,,0,,2.68,0,,0,
"16000238001",1128758,ID,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.65,194,227,514.1,601.55,4,5,7,20,28
"22000000177",3607703,LA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,7336,7336,19073.6,19073.6,2.6,,,,
"13000000371",3607422,GA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,0,16107,0,41878.2,2.6,,,,
"13000000400",3607610,GA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,0,2596,0,6749.6,2.6,,,,
"13000000405",3607630,GA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,155646,155646,404679.6,404679.6,2.69,,,,
"13000000378",3607451,GA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,0,6876,0,17877.6,2.69,,,,
"38000000024",3608303,ND,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.11,1554,2063,3278.94,4352.93,,,,,
"38000000038",3608317,ND,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.29,434,601,993.86,1376.29,,,,,
"38000000039",3608318,ND,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.19,295,300,646.05,657,,,,,
"38000000052",3608331,ND,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.28,2387,3402,5442.36,7756.56,,,,,
"38000000054",3608333,ND,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,1.97,532,643,1048.04,1266.71,,,,,
"19000000087",3608239,IA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,702,1424,1769.04,3588.48,,,,,
"19000000085",3608237,IA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,732,1484,1844.64,3739.68,,,,,
"19000000075",3608227,IA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,909,1844,2290.68,4646.88,,,,,
"19000000073",3608225,IA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,910,1846,2293.2,4651.92,,,,,
"19000000065",3608217,IA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1036,2101,2610.72,5294.52,,,,,
"19000000051",3608203,IA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1439,2920,3626.28,7358.4,,,,,
"19000000046",3608198,IA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1977,4011,4982.04,10107.72,,,,,
"45000000094",3608891,SC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.53,0,450,0,1138.5,,,,,
"45000000098",3608895,SC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.53,0,1011,0,2557.83,,,,,
"45000000109",3608906,SC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.53,0,986,0,2494.58,,,,,
"48000000114",3609253,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.84,475,0,1349,0,2.84,,,,
"41000000165",3610599,OR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,1.8,2623,,4721.4,,2.5,,,,
"33000601008",3610701,NH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.44,77775,88903,189771,216923.32,2.44,,,,
"41000000181",3610911,OR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.3,3812,3912,8767.6,8997.6,2.5,,,,
"37000000124",3611174,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.26,7065,7717,15966.9,17440.42,2.52,,,,
"06000000242",3611366,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,7193,7417,18126.36,18690.84,,,,,
"06000000244",3611368,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,36909,41194,93010.68,103808.88,,,,,
"06000000257",3611381,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.94,6411,7923,18848.34,23293.62,,,,,
"25000199005",3611870,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,4071,4071,11073.12,11073.12,2.72,,,,
"25000024004",3611967,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,4,4,10.88,10.88,2.51,,,,
"25000236003",3611875,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,4071,4071,11073.12,11073.12,2.51,,,,
"25000072003",3611884,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,2056,2056,5592.32,5592.32,2.72,,,,
"25000216004",3611984,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,514,514,1398.08,1398.08,2.72,,,,
"33000601005",3610698,NH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.44,22183,26059,54126.52,63583.96,2.44,,,,
"33000601007",3610700,NH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.44,37875,43175,92415,105347,2.44,,,,
"25000015003",3611893,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,2509,2509,6824.48,6824.48,2.72,,,,
"25000205003",3611993,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,39,39,106.08,106.08,2.72,,,,
"25000255003",3611907,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,243,243,660.96,660.96,2.72,,,,
"25000009003",3611964,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,236,236,641.92,641.92,2.72,,,,
"25000178003",3611916,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,5443,5443,14804.96,14804.96,2.72,,,,
"25000017003",3611924,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,23,23,62.56,62.56,2.72,,,,
"25000262004",3611930,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,114,114,310.08,310.08,2.72,,,,
"25000385004",3611931,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1515,1515,4120.8,4120.8,2.72,,,,
"25000223003",3611936,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,2619,2619,7123.68,7123.68,2.72,,,,
"25000020005",3612001,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,55,55,149.6,149.6,2.72,,,,
"25000082003",3611981,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,8556,8556,23272.32,23272.32,2.72,,,,
"25000058003",3611943,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,33,33,89.76,89.76,2.72,,,,
"25000055003",3611950,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,208,208,565.76,565.76,2.72,,,,
"37000000196",3612173,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.51,28264,29298,70942.64,73537.98,2.52,,,,
"37000000210",3612224,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.57,12545,15958,32240.65,41012.06,2.52,,,,
"49000000037",3611482,UT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3.01,479,726,1441.79,2185.26,,,,,
"49000000044",3611494,UT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3.01,11920,19162,35879.2,57677.62,,,,,
"37000000212",3612232,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,53672,60786,133106.56,150749.28,2.52,,,,
"09000570002",3601352,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,503,1220,1257.5,3050,,,,,
"09000760001",1071865,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,7212,8407,18030,21017.5,,,,,
"50000000057",3609740,VT,Decentralized Wastewater Treatment,Clustered Systems,2.28,0,209,0,476.52,2.28,0,67,0,152.76
"50000000057",3609740,VT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.28,209,0,476.52,0,2.28,67,0,152.76,0
"09000000070",3612397,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,1266,1505,3165,3762.5,,,,,
"37000000265",3612607,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.36,28965,32305,68357.4,76239.8,2.52,,,,
"37000000280",3612639,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.32,20090,21586,46608.8,50079.52,2.52,,,,
"27000000102",3609095,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,1534,1794,3804.32,4449.12,2.48,,,,
"27000000097",3609090,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,1141,1241,2829.68,3077.68,2.48,,,,
"27000000096",3609089,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,13937,16337,34563.76,40515.76,2.48,,,,
"27000000094",3609087,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,24534,31374,60844.32,77807.52,2.48,,,,
"27000000089",3609082,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,1162,1262,2881.76,3129.76,2.48,,,,
"27000000085",3609078,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,8711,9271,21603.28,22992.08,2.48,,,,
"02000299010",3612713,AK,Decentralized Wastewater Treatment,Clustered Systems,3,250,250,750,750,0,0,0,0,0
"50000000103",3612963,VT,Decentralized Wastewater Treatment,Clustered Systems,2.28,38,38,86.64,86.64,2.28,0,0,0,0
"50000000103",3612963,VT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.28,10,10,22.8,22.8,2.28,0,0,0,0
"27000000046",3609040,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,9699,11159,24053.52,27674.32,2.48,,,,
"27000000044",3609038,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,5474,5914,13575.52,14666.72,2.48,,,,
"55000000275",3613031,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,16952,21180,40345.76,50408.4,2.38,,,,
"55000000302",3613082,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,3699,4307,8803.62,10250.66,2.38,,,,
"55000000325",3613144,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,13340,14808,31749.2,35243.04,2.38,,,,
"24000000041",3613652,MD,Decentralized Wastewater Treatment,Clustered Systems,2.65,56,56,148.4,148.4,,,,,
"05000000097",3613788,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.49,5969,6057,14862.81,15081.93,,,,,
"48000000428",3613888,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1477,2813,3722.04,7088.76,2.84,,,,
"48000000463",3613945,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,202,232,509.04,584.64,2.84,,,,
"06000000259",3611383,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,126306,132666,318291.12,334318.32,,,,,
"48000000484",3614043,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,71938,73207,181283.76,184481.64,2.84,,,,
"48000000487",3614047,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,259,259,652.68,652.68,2.84,,,,
"48000000491",3614051,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,113,861,284.76,2169.72,2.84,,,,
"48000000494",3614054,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,3377,5770,8510.04,14540.4,2.84,,,,
"48000000500",3614061,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,87,97,219.24,244.44,2.84,,,,
"48000000503",3614064,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1714,6854,4319.28,17272.08,2.84,,,,
"48000000505",3614066,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,462,527,1164.24,1328.04,2.84,,,,
"48000000508",3614069,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.84,557,557,1581.88,1581.88,2.84,,,,
"48000000520",3614081,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,5463,9343,13766.76,23544.36,2.84,,,,
"48000000527",3614091,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1709,2933,4306.68,7391.16,2.84,,,,
"24000000082",3614151,MD,Decentralized Wastewater Treatment,Clustered Systems,2.65,150,150,397.5,397.5,2.65,,,,
"35000000153",3612307,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,3358,5458,8529.32,13863.32,,,,,
"09000810002",3601055,CT,Decentralized Wastewater Treatment,Clustered Systems,2.5,1248,1726,3120,4315,,,,,
"37000000233",3612384,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.59,47680,57540,123491.2,149028.6,2.52,,,,
"50000000025",3608822,VT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.28,12139,13353,27676.92,30444.84,2.28,,,,
"44000000048",3612656,RI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,53008,57108,132520,142770,2.5,,,,
"37000000285",3612644,NC,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.39,10156,11944,24272.84,28546.16,2.52,,,,
"27000000103",3609096,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,2580,2760,6398.4,6844.8,2.48,,,,
"27000000099",3609092,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,4195,4795,10403.6,11891.6,2.48,,,,
"27000000098",3609091,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,6663,7583,16524.24,18805.84,2.48,,,,
"27000000083",3609076,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,2444,3364,6061.12,8342.72,2.48,,,,
"27000000074",3609067,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,2220,2360,5505.6,5852.8,2.48,,,,
"55000000323",3613142,WI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.38,12562,13926,29897.56,33143.88,2.38,,,,
"06000000234",3611358,CA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.94,1800,3108,5292,9137.52,,,,,
"04000000164",3613564,AZ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.42,5370,5370,12995.4,12995.4,2.42,,,,
"48000000437",3613898,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,275,327,693,824.04,2.84,,,,
"48000000453",3613932,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1596,3440,4021.92,8668.8,2.84,,,,
"48000000470",3613952,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,1079,2487,2719.08,6267.24,2.84,,,,
"48000000504",3614065,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,27832,33440,70136.64,84268.8,2.84,,,,
"48000000513",3614074,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,2581,2984,6504.12,7519.68,2.84,,,,
"48000000541",3614321,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,14280,18350,35985.6,46242,2.84,,,,
"01000000198",3614304,AL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3,234,1171,702,3513,2.52,,,,
"01000000190",3614296,AL,Decentralized Wastewater Treatment,Clustered Systems,2.52,,559,,1408.68,2.52,,,,
"50000000012",3606596,VT,Decentralized Wastewater Treatment,Clustered Systems,2.28,0,0,0,0,86,5,5,430,430
"22000000119",3607493,LA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,10692,,27799.2,,2.6,,,,
"22000000137",3607548,LA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,4885,4885,12701,12701,2.6,,,,
"19000000118",3608270,IA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,388,788,977.76,1985.76,,,,,
"22000000169",3607686,LA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,1649,1649,4287.4,4287.4,2.6,,,,
"22000000171",3607690,LA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,25768,25768,66996.8,66996.8,2.6,,,,
"13000000417",3607644,GA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,61167,61167,159034.2,159034.2,2.6,,,,
"13000000415",3607642,GA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,60786,60786,158043.6,158043.6,2.69,,,,
